date,ret,cum_ret
20220722,-0.004351131644026229,-0.004351131644026229
20220725,-0.013528902268726273,-0.017880033912752502
20220726,0.005947130307998094,-0.011932903604754408
20220727,-0.00043396385643001967,-0.012366867461184428
20220728,-1.0058464964268765e-06,-0.012367873307680854
20220729,0.0006040640610042169,-0.011763809246676638
20220801,-0.004729345901097082,-0.01649315514777372
20220802,-0.004143956200835519,-0.02063711134860924
20220803,-0.020749964198568116,-0.041387075547177354
20220804,-0.008343542027924755,-0.04973061757510211
20220805,0.0,-0.04973061757510211
20220808,-0.0039075335987919235,-0.05363815117389403
20220809,0.004662908749134331,-0.0489752424247597
20220810,0.01073222403772911,-0.03824301838703059
20220811,-0.0010468040617093166,-0.03928982244873991
20220812,0.0,-0.03928982244873991
20220815,0.0009800933578033577,-0.03830972909093655
20220816,-0.001401697635057375,-0.039711426725993926
20220817,0.0,-0.039711426725993926
20220818,0.0,-0.039711426725993926
20220819,-0.005067691144805098,-0.04477911787079902
20220822,0.00019784409387857416,-0.04458127377692045
20220823,0.0023907669463822945,-0.042190506830538155
20220824,-0.007253743864655826,-0.04944425069519398
20220825,0.0009790702778754712,-0.04846518041731851
20220826,-0.0003909412994701489,-0.04885612171678866
20220829,0.0014943542430522205,-0.04736176747373644
20220830,0.0,-0.04736176747373644
20220831,0.008714072422564167,-0.03864769505117227
20220901,0.012189968638003368,-0.026457726413168903
20220902,0.0,-0.026457726413168903
20220905,0.00046921301922053793,-0.025988513393948365
20220906,0.010135385446173983,-0.01585312794777438
20220907,0.0,-0.01585312794777438
20220908,0.0015921413849281363,-0.014260986562846245
20220909,-0.0008111670355791523,-0.015072153598425397
20220913,0.0012647261047478153,-0.013807427493677582
20220914,0.0,-0.013807427493677582
20220915,-0.0004799272334311544,-0.014287354727108736
20220916,0.0,-0.014287354727108736
20220919,-0.003393920310458709,-0.017681275037567445
20220920,-0.000403469574974169,-0.018084744612541614
20220921,0.003815218531342257,-0.014269526081199357
20220922,0.002496907775641821,-0.011772618305557536
20220923,-0.01353781402425136,-0.025310432329808896
20220926,0.0,-0.025310432329808896
20220927,0.009821571714326738,-0.015488860615482158
20220928,-0.0032023400021180537,-0.018691200617600212
20220929,0.0,-0.018691200617600212
20220930,0.0,-0.018691200617600212
20221010,0.019223516727620904,0.0005323161100206919
20221011,0.0,0.0005323161100206919
20221012,0.0,0.0005323161100206919
20221013,0.0028156083988370995,0.0033479245088577914
20221014,0.00375335788821074,0.007101282397068531
20221017,0.006509178186688058,0.01361046058375659
20221018,0.0005634766321478413,0.01417393721590443
20221019,0.0004432876178440681,0.014617224833748499
20221020,0.0,0.014617224833748499
20221021,0.016000089971671794,0.030617314805420293
20221024,0.006174993210047441,0.036792308015467734
20221025,0.0,0.036792308015467734
20221026,0.0,0.036792308015467734
20221027,-0.0012027764971546118,0.03558953151831312
20221028,0.0,0.03558953151831312
20221031,0.007448415943494879,0.043037947461808
20221101,0.015442333396272656,0.05848028085808066
20221102,0.0,0.05848028085808066
20221103,0.006943592943985499,0.06542387380206616
20221104,0.0,0.06542387380206616
20221107,0.0,0.06542387380206616
20221108,0.0,0.06542387380206616
20221109,0.0,0.06542387380206616
20221110,0.0023585479344078175,0.06778242173647397
20221111,-0.0028446468084568632,0.06493777492801711
20221114,0.00021252694538043126,0.06515030187339754
20221115,0.001530414450078288,0.06668071632347583
20221116,-0.006881741632603022,0.05979897469087281
20221117,-0.009292992546860557,0.05050598214401225
20221118,-0.004120584205194677,0.046385397938817574
20221121,-0.002549287715202353,0.04383611022361522
20221122,0.013719876280600785,0.057555986504216006
20221123,-0.010222720756074222,0.047333265748141784
20221124,0.0007024737789769198,0.048035739527118704
20221125,0.0,0.048035739527118704
20221128,0.0,0.048035739527118704
20221129,-0.001695366654088093,0.04634037287303061
20221130,0.006270697345788445,0.052611070218819056
20221201,0.002307858395992901,0.05491892861481196
20221202,-0.000979131091177865,0.05393979752363409
20221205,0.0,0.05393979752363409
20221206,0.00241445972470844,0.05635425724834253
20221207,0.0,0.05635425724834253
20221208,0.001069170897107119,0.05742342814544965
20221209,0.002781126529255884,0.060204554674705535
20221212,0.0,0.060204554674705535
20221213,1.0246720629880635e-05,0.060214801395335416
20221214,-0.0036712079971681355,0.05654359339816728
20221215,0.0,0.05654359339816728
20221216,-0.00015687343816928045,0.056386719959998
20221219,0.0,0.056386719959998
20221220,0.0,0.056386719959998
20221221,-0.007391778566568807,0.04899494139342919
20221222,0.0,0.04899494139342919
20221223,-0.0025969046253638828,0.04639803676806531
20221226,0.0004774009555930103,0.04687543772365832
20221227,0.001361666885782431,0.04823710460944075
20221228,0.0,0.04823710460944075
20221229,-0.0021646429314338134,0.04607246167800694
20221230,0.0029352355236904604,0.0490076972016974
20230103,0.0,0.0490076972016974
20230104,-0.0024996577174444257,0.04650803948425297
20230105,0.0013649090213627701,0.04787294850561574
20230106,0.0026863282462913363,0.05055927675190708
20230109,0.005100827967186472,0.05566010471909355
20230110,0.0014067134708427576,0.05706681818993631
20230111,-0.003036331642737422,0.054030486547198886
20230112,0.0,0.054030486547198886
20230113,0.0,0.054030486547198886
20230116,0.0,0.054030486547198886
20230117,-0.00011154869220897368,0.05391893785498991
20230118,-0.0010828980676775846,0.05283603978731233
20230119,0.003993921297959613,0.05682996108527194
20230120,0.0015103170386175924,0.05834027812388953
20230130,0.0,0.05834027812388953
20230131,0.0030678180337696537,0.06140809615765919
20230201,-0.005027454762582706,0.05638064139507648
20230202,0.0028854455776960997,0.05926608697277258
20230203,-0.006480547631074085,0.052785539341698495
