date,minute_i,open_price,close_price,position,minute_ret
20220722,76,7017.2,7019.0,1,0.0002565125691158521
20220722,78,7021.2,7023.6,-1,-0.0003418219107844678
20220722,80,7020.6,7009.0,1,-0.001652280431871933
20220725,61,6960.2,6967.4,1,0.0010344530329589041
20220725,180,6874.4,6878.8,-1,-0.0006400558594206185
20220725,182,6867.6,6860.6,1,-0.00101927893296061
20220726,147,6962.6,6960.6,-1,0.00028724901617216414
20220726,182,6962.2,6956.6,-1,0.0008043434546550765
20220726,186,6946.6,6943.4,1,-0.0004606570120635478
20220727,156,7032.4,7040.2,-1,-0.0011091519253740856
20220727,211,7052.4,7054.2,1,0.0002552322613578184
20220727,212,7054.2,7050.2,-1,0.0005670380766068517
20220727,213,7050.2,7055.2,1,0.0007091997390145099
20220727,214,7054.4,7049.8,-1,0.0006520753005215818
20220727,215,7049.8,7051.8,1,0.00028369599137567647
20220728,154,7130.4,7128.6,1,-0.00025244025580606344
20220728,213,7121.8,7123.0,-1,-0.0001684967283550609
20220728,217,7119.0,7117.0,1,-0.00028093833403564084
20220728,220,7121.6,7119.0,-1,0.0003650864974164003
20220728,222,7117.4,7115.4,1,-0.00028100148930787494
20220729,142,7093.6,7090.0,-1,0.0005074997180557483
20220729,143,7089.0,7089.8,1,0.00011285089575396867
20220729,206,7101.6,7098.8,-1,0.00039427734595021136
20220729,211,7093.4,7091.8,1,-0.0002255617898326845
20220801,103,7089.4,7090.0,1,8.463339633824063e-05
20220801,107,7095.8,7099.4,-1,-0.0005073423715435954
20220801,125,7092.0,7093.4,1,0.00019740552735481032
20220801,155,7101.0,7105.6,-1,-0.000647796085058383
20220802,122,6882.2,6897.0,-1,-0.0021504751387637633
20220802,217,6974.0,6975.0,1,0.0001433897332951961
20220802,218,6972.4,6966.2,-1,0.000889220354540754
20220802,219,6966.0,6970.4,1,0.0006316393913292639
20220803,164,7009.4,7007.8,1,-0.00022826490141802935
20220804,158,6843.2,6833.2,-1,0.0014613046527940377
20220804,159,6833.6,6838.8,1,0.0007609459143058661
20220804,179,6828.2,6833.2,-1,-0.0007322574031223272
20220805,68,6942.2,6937.0,1,-0.0007490420904036066
20220805,130,6947.0,6941.8,1,-0.0007485245429681431
20220808,102,7096.8,7096.6,1,-2.8181715702846333e-05
20220808,107,7104.4,7110.0,-1,-0.0007882439051856149
20220808,176,7111.0,7113.8,-1,-0.0003937561524398614
20220809,66,7118.6,7115.4,1,-0.00044952659230756975
20220809,71,7123.6,7123.0,-1,8.422707619748504e-05
20220809,127,7132.6,7134.4,1,0.0002523623923953444
20220809,128,7135.0,7133.6,-1,0.00019621583742113202
20220809,129,7133.6,7131.2,1,-0.0003364360210833528
20220809,133,7139.0,7135.2,-1,0.0005322874352150508
20220809,181,7138.4,7136.6,-1,0.00025215734618388996
20220809,190,7134.0,7134.8,1,0.00011213905242501987
20220809,192,7136.0,7136.2,-1,-2.8026905829481308e-05
20220810,87,7175.2,7182.8,-1,-0.0010592039246293261
20220810,91,7171.6,7168.2,1,-0.00047409225277494915
20220810,125,7171.8,7180.8,1,0.0012549150840792667
20220810,126,7180.8,7177.6,-1,0.0004456327985739028
20220810,128,7174.8,7177.8,1,0.0004181301220940181
20220810,129,7176.0,7173.4,-1,0.00036231884057980057
20220810,130,7173.4,7175.2,1,0.00025092703599405297
20220810,132,7177.0,7174.6,-1,0.0003344015605405426
20220810,133,7174.6,7175.0,1,5.575223705855947e-05
20220810,152,7186.8,7182.0,-1,0.0006678911337452131
20220810,157,7177.4,7177.8,1,5.5730487363181425e-05
20220810,161,7179.6,7176.8,-1,0.0003899938715249407
20220810,204,7170.4,7170.2,-1,2.789244672540825e-05
20220810,209,7164.0,7163.0,1,-0.0001395868230038566
20220811,150,7264.0,7263.2,-1,0.00011013215859034808
20220811,175,7258.6,7259.8,1,0.00016532113630729484
20220811,176,7259.8,7258.4,-1,0.00019284277803799377
20220811,177,7258.4,7265.8,1,0.0010195084316102498
20220811,178,7265.8,7265.0,-1,0.00011010487489337972
20220812,183,7243.2,7247.4,-1,-0.0005798542080848179
20220815,75,7255.8,7248.6,1,-0.0009923096005953758
20220815,86,7260.4,7261.4,-1,-0.00013773345821177507
20220815,182,7278.8,7275.0,1,-0.0005220640764961315
20220817,142,7310.355137872199,7310.959216247455,1,8.263324610946476e-05
20220818,182,7335.122351257637,7338.948180967582,1,0.0005215768090478523
20220818,183,7338.948180967582,7340.559056634927,-1,-0.0002194968035778011
20220819,133,7299.481727117617,7301.293962243381,1,0.00024826901326879813
20220819,134,7301.293962243381,7298.273570367109,-1,0.0004136789851075795
20220819,135,7299.280367659199,7299.079008200782,1,-2.758620689646829e-05
20220819,137,7304.314354119654,7299.481727117617,-1,0.0006616126809098066
20220819,173,7297.065413616599,7290.823270405636,-1,0.000855431993156297
20220819,174,7291.225989322472,7290.219192030381,1,-0.00013808340237497774
20220822,160,7265.451978644944,7267.06285431229,1,0.00022171719971186832
20220822,177,7276.728108316363,7271.291402939071,-1,0.0007471359787483145
20220822,178,7271.090043480654,7274.513154273763,1,0.00047078371642195194
20220822,179,7274.513154273763,7274.311794815344,-1,2.768012843590295e-05
20220823,104,7278.540343442126,7273.9090758985085,-1,0.0006362907018562236
20220823,107,7275.3185921074355,7276.929467774781,-1,-0.00022141651213636315
20220823,147,7280.956656943144,7278.13762452529,-1,0.00038717884897243593
20220823,148,7278.13762452529,7279.547140734217,1,0.00019366440724843947
20220823,225,7284.581127194671,7290.0178325719635,-1,-0.0007463305415045252
20220824,174,7059.259893224724,7063.085722934668,1,0.0005419590393060947
20220824,175,7062.481644559414,7056.642220265287,-1,0.0008268232879056203
20220824,176,7057.447658098959,7052.212312180087,1,-0.0007418185968215418
20220824,220,7047.5810446364685,7042.547058176014,-1,0.0007142857142857784
20220824,222,7040.332104133414,7036.304914965051,1,-0.0005720169317011692
20220825,64,7000.664290825031,6987.374566569431,-1,0.0018983518854084336
20220825,65,6987.374566569431,6975.695717981177,1,-0.0016714215728652615
20220826,77,7058.454455391051,7057.044939182123,1,-0.0001996919039197742
20220826,184,6997.241180031922,6993.415350321977,-1,0.0005467625899280293
20220826,185,6993.415350321977,6992.207193571468,1,-0.00017275632720037404
20220829,125,6988.381363861522,6984.756893609995,1,-0.0005186423096870119
20220829,135,6995.428944906158,6993.213990863558,-1,0.0003166287671626522
20220829,136,6993.213990863558,7000.261571908195,1,0.0010077742585661298
20220829,137,6999.254774616104,6997.039820573505,-1,0.00031645569620253333
20220829,141,6997.241180031922,6989.186801695195,1,-0.001151079136690658
20220829,147,7003.886042159723,7008.51730970334,-1,-0.0006612425610210693
20220829,151,7001.067009741868,7003.281963784468,1,0.00031637378124194093
20220829,152,7003.886042159723,7006.503715119158,-1,-0.0003737457953596479
20220829,187,6998.247977324013,6992.408553029885,1,-0.0008344123147748794
20220829,189,7002.275166492377,7005.29555836865,-1,-0.00043134435657798953
20220829,191,7003.08060432605,7001.268369200286,1,-0.00025877684809805235
20220829,226,7003.08060432605,7005.094198910231,-1,-0.0002875298312199348
20220831,133,6803.734740492047,6807.157851285156,-1,-0.0005031223179139399
20220901,87,6780.779762232373,6789.236859485937,-1,-0.0012472160356347128
20220901,96,6772.725383895646,6781.585200066046,1,0.001308161141667874
20220901,97,6781.585200066046,6787.021905443337,-1,-0.0008016865108821936
20220905,108,6797.291237822665,6798.499394573174,-1,-0.00017774091299593842
20220905,119,6779.571605481865,6780.578402773956,1,0.0001485045590901013
20220905,160,6787.625983818592,6782.390637899719,-1,0.0007713073659854075
20220905,166,6775.745775771919,6773.933540646155,1,-0.0002674591381873759
20220905,178,6774.134900104573,6770.913148769882,-1,0.00047559598121393876
20220905,179,6770.711789311465,6768.6981947272825,1,-0.00029739776951676067
20220905,196,6775.141697396664,6776.75257306401,-1,-0.0002377626534313393
20220906,63,6817.024464747647,6813.198635037701,1,-0.0005612169546596046
20220906,148,6906.629423743739,6908.038939952666,1,0.00020408163265295265
20220906,149,6908.038939952666,6910.2538939952665,-1,-0.0003206342728889755
20220906,154,6908.038939952666,6903.810391325885,1,-0.0006121199755151352
20220906,157,6912.670207496285,6911.059331828938,-1,0.0002330323332363493
20220906,160,6908.643018327921,6902.400875116958,1,-0.0009035266686096
20220906,193,6906.629423743739,6900.588639991193,-1,0.0008746355685130824
20220906,194,6900.588639991193,6903.609031867466,1,0.0004377006127809224
20220906,195,6903.206312950631,6903.407672409048,-1,-2.916897587712519e-05
20220906,198,6900.387280532776,6904.011750784302,1,0.0005252560623303371
20220906,199,6904.011750784302,6902.602234575375,-1,0.00020415901070369724
20220907,107,6982.340580108977,6985.360971985249,1,0.00043257584496481094
20220907,108,6985.360971985249,6977.910672023777,-1,0.0010665590498976085
20220907,202,6958.177445098794,6962.405993725576,1,0.0006077092256049355
20220908,105,6947.908112719467,6941.665969508504,-1,0.0008984205187653194
20220908,106,6941.665969508504,6935.021107380703,1,-0.0009572431397575354
20220908,133,6929.181683086576,6928.376245252904,1,-0.00011623852144604374
20220908,141,6933.007512796521,6935.826545214376,-1,-0.00040661032209343695
20220909,209,6955.157053222521,6956.767928889867,-1,-0.00023160881271544476
20220913,110,6943.075485717431,6946.901315427376,1,0.0005510281024332375
20220913,111,6947.505393802631,6945.290439760031,-1,0.0003188128568529791
20220913,113,6943.276845175848,6946.49859651054,1,0.00046401020822472994
20220913,114,6946.49859651054,6950.525785678904,-1,-0.0005797437532610861
20220913,117,6944.887720843194,6945.089080301612,1,2.8993911278529794e-05
20220913,155,6947.908112719467,6945.894518135285,1,-0.0002898130705695223
20220913,223,6932.202074962848,6935.826545214376,1,0.00052284544107839
20220913,224,6935.826545214376,6936.631983048049,-1,-0.00011612715923936534
20220914,217,6864.746656392756,6867.968407727448,-1,-0.0004693183151474045
20220915,201,6629.558808960317,6623.518025207772,-1,0.0009111894059045111
20220915,207,6613.248692828444,6605.999752325389,1,-0.0010961239838018777
20220915,210,6627.545214376135,6632.377841378172,-1,-0.0007291729962934923
20220919,82,6487.26755907992,6486.043045745711,-1,0.00018875640985316355
20220919,96,6466.042661286977,6462.369121284351,1,-0.0005681280181801807
20220919,101,6467.063089065484,6462.981377951456,-1,0.0006311537490533148
20220919,102,6462.981377951456,6458.695581281726,1,-0.0006631299734749518
20220919,162,6427.8786623708165,6421.347924588373,1,-0.0010160020320040264
20220920,170,6516.451793545218,6522.166189104857,-1,-0.0008769182586909618
20220920,182,6510.737397985579,6501.96171909042,1,-0.0013478778759952181
20220921,94,6521.758017993454,6524.207044661871,1,0.00037551633496057946
20220921,95,6523.594787994766,6522.778445771961,-1,0.00012513686844983773
20220921,97,6517.880392435128,6514.206852432503,1,-0.0005636096064125518
20220921,218,6561.554701355224,6559.105674686808,-1,0.0003732387795091219
20220922,62,6579.718315812647,6582.167342481063,-1,-0.0003722084367245859
20220922,65,6569.71812358328,6567.065011359162,1,-0.00040383958249212704
20220922,208,6569.92220913898,6563.391471356536,1,-0.0009940357852882276
20220923,123,6416.041700140137,6420.327496809866,-1,-0.0006679814237546822
20220923,173,6466.450832398379,6454.409784611997,1,-0.0018620798485088352
20220926,135,6485.0226179672045,6484.206275744399,-1,0.00012588116817724426
20220927,186,6457.8792390589215,6459.103752393129,1,0.00018961539677020411
20220928,116,6405.429251243665,6399.918941239727,-1,0.0008602561651692708
20220928,118,6389.306492343255,6392.571861234478,1,0.0005110678123105838
20220928,174,6366.652995660402,6370.122450107326,1,0.0005449416591871703
20220928,201,6374.204161221353,6367.2652523275065,1,-0.0010885921941535814
20220929,118,6389.91874901036,6388.49015012045,1,-0.0002235707441712309
20220930,142,6283.182003378535,6281.5493189329245,1,-0.0002598499366615048
20220930,182,6278.692121153104,6286.651457825459,1,0.0012676743052171258
20220930,183,6287.671885603966,6282.773832267132,-1,0.0007789931513519921
20220930,184,6282.773832267132,6269.712356702244,1,-0.0020789345460451303
20221010,95,6175.016658856801,6166.649151073045,1,-0.0013550583336086053
20221010,101,6184.812765530468,6183.792337751961,-1,0.00016498927569708055
20221011,166,6115.423676591997,6119.5053877060245,1,0.0006674453529116331
20221011,167,6123.383013264351,6118.484959927518,-1,0.000799893347553593
20221013,92,6361.550856767867,6370.122450107326,-1,-0.001347406242982352
20221013,171,6402.776139019547,6402.163882352443,1,-9.56236254104903e-05
20221013,174,6409.10279124629,6408.694620134887,-1,6.368615462992722e-05
20221013,176,6403.18431013095,6404.612909020859,1,0.00022310756972099277
20221013,177,6404.816994576561,6401.143454573936,-1,0.0005735589331804514
20221013,178,6400.531197906831,6402.572053463845,1,0.00031885721573887693
20221013,219,6390.326920121762,6390.9391767888665,-1,-9.58099131325163e-05
20221013,222,6381.755326782304,6378.898129002485,1,-0.00044771346338345896
