date,ret,cum_ret
20170103,0.005595846579608654,0.005595846579608654
20170104,-0.0073026869590639976,-0.0017068403794553433
20170105,0.002087890582215146,0.00038105020275980284
20170106,0.00281194920395067,0.0031929994067104728
20170109,-0.003876689605427197,-0.0006836901987167243
20170110,-0.0016088632862656382,-0.0022925534849823626
20170111,-0.004018803392415338,-0.0063113568773977
20170112,0.00031147292374311686,-0.005999883953654583
20170113,-0.014832109372570956,-0.02083199332622554
20170116,0.0037310995578764272,-0.017100893768349112
20170117,-0.010717434669925474,-0.027818328438274587
20170118,0.002405023561754649,-0.025413304876519938
20170119,0.0015559054398618377,-0.0238573994366581
20170120,0.001004732867438185,-0.022852666569219915
20170123,0.004034219321913612,-0.018818447247306302
20170124,-0.0007802796194094075,-0.01959872686671571
20170125,-0.004700351809123093,-0.024299078675838803
20170126,-0.0005384823868873623,-0.024837561062726166
20170203,0.0028612117869591946,-0.02197634927576697
20170206,0.0019049159787370984,-0.020071433297029873
20170207,-0.002451946716614528,-0.0225233800136444
20170208,0.00685084574510697,-0.01567253426853743
20170209,0.0043138691557089714,-0.011358665112828459
20170210,0.0031743370963869255,-0.008184328016441533
20170213,0.007608427195248013,-0.0005759008211935202
20170214,-0.00018063940062806871,-0.0007565402218215889
20170215,-0.003063388843383419,-0.0038199290652050077
20170216,0.006346250996772773,0.0025263219315677654
20170217,-0.004605781736520709,-0.0020794598049529434
20170220,-0.0004928883085912883,-0.0025723481135442317
20170221,0.0025493090154881104,-2.3039098056121254e-05
20170222,0.002653149166542912,0.0026301100684867906
20170223,-0.006085188892260285,-0.003455078823773494
20170224,-0.0053400400852093854,-0.00879511890898288
20170227,0.002568202041426715,-0.006226916867556165
20170228,-0.001459459853506928,-0.007686376721063093
20170301,-0.0011735296660909666,-0.00885990638715406
20170302,0.0009374743290994081,-0.007922432058054651
20170303,0.0005263748376379551,-0.007396057220416696
20170306,-0.0021013477830490457,-0.009497405003465742
20170307,0.004612913204825486,-0.004884491798640256
20170308,-0.0014552647193574186,-0.0063397565179976745
