date,ret,cum_ret
20220722,0.017679919381041853,0.017679919381041853
20220725,-0.02644506867137697,-0.008765149290335117
20220726,-0.01474685123914976,-0.023512000529484878
20220727,0.0033479024099006827,-0.020164098119584195
20220728,0.006206161757559281,-0.013957936362024914
20220729,-0.005302469286507794,-0.019260405648532708
20220801,0.0063497727379714375,-0.01291063291056127
20220802,0.006010112066008655,-0.006900520844552616
20220803,0.01649803876107747,0.009597517916524856
20220804,0.0060947039736169994,0.015692221890141855
20220805,0.0007999584377330615,0.016492180327874917
20220808,0.0033749132406197813,0.019867093568494698
20220809,-0.00772629195844321,0.012140801610051488
20220810,-0.008407137146853483,0.0037336644631980054
20220811,-0.004887202291155357,-0.0011535378279573516
20220812,-0.005925029682528393,-0.007078567510485745
20220815,-0.006739915742798641,-0.013818483253284386
20220816,-0.012107435002439937,-0.025925918255724323
20220817,-0.015941562151199018,-0.04186748040692334
20220818,-0.0037038438228997883,-0.04557132422982313
20220819,-0.004183415728459261,-0.04975473995828239
20220822,-0.0007388004970698692,-0.05049354045535226
20220823,4.7350528499690014e-05,-0.05044618992685257
20220824,0.011899830444836001,-0.03854635948201657
20220825,0.006848284296734786,-0.03169807518528178
20220826,0.00025325419355270995,-0.03144482099172907
20220829,-0.00411895373690907,-0.03556377472863814
20220830,-0.004398439991634917,-0.03996221472027306
20220831,-0.01876009836910053,-0.05872231308937359
20220901,-0.01117762620655638,-0.06989993929592997
20220902,0.006890822751642767,-0.0630091165442872
20220905,-0.010304780464786667,-0.07331389700907387
20220906,0.005874337201284829,-0.06743955980778904
20220907,0.003637932528049004,-0.06380162727974004
20220908,-0.01632367562939463,-0.08012530290913467
20220909,0.00041729926494482594,-0.07970800364418984
20220913,-0.0052196206686593305,-0.08492762431284917
20220914,-0.0005547176105679119,-0.08548234192341708
20220915,0.0312941964689597,-0.05418814545445738
20220916,0.010358790489304548,-0.043829354965152834
20220919,-0.009231481894378835,-0.05306083685953167
20220920,-0.004432547139302967,-0.057493383998834635
20220921,-0.0018275416521118526,-0.05932092565094649
20220922,0.0008774999505366532,-0.058443425700409835
20220923,0.011935874585745743,-0.04650755111466409
20220926,-0.002152508947560139,-0.04866006006222423
20220927,0.001346195876922307,-0.047313864185301924
20220928,-0.008589398870880172,-0.055903263056182095
20220929,0.0013013126537391173,-0.05460195040244298
20220930,0.007563018721392201,-0.04703893168105078
20221010,0.004721231734079234,-0.04231769994697154
20221011,0.0010798281844073276,-0.041237871762564215
20221012,0.017654884783107727,-0.02358298697945649
20221013,-0.0027308112099910797,-0.026313798189447568
20221014,-0.0006841091073214178,-0.026997907296768986
20221017,0.004106717455269804,-0.022891189841499182
20221018,0.004482177933853748,-0.018409011907645434
20221019,-0.001270744814157898,-0.019679756721803332
20221020,0.027068148108971624,0.007388391387168292
20221021,-0.001955490446132857,0.0054329009410354345
20221024,-0.03931684216925735,-0.033883941228221914
20221025,0.016237235454942045,-0.01764670577327987
20221026,0.018071549803517883,0.0004248440302380141
20221027,0.005816035109965867,0.006240879140203881
20221028,0.010705255446234352,0.016946134586438233
20221031,-0.007501024107465115,0.009445110478973118
20221101,0.004156287330655761,0.013601397809628879
20221102,6.948577636356479e-05,0.013670883585992444
20221103,-0.007118772089520831,0.006552111496471613
20221104,0.006836074185100682,0.013388185681572295
20221107,0.0015276491706538442,0.01491583485222614
20221108,0.0007855736633933796,0.01570140851561952
20221109,0.008027995202736893,0.023729403718356412
20221110,-0.002489592280950803,0.02123981143740561
20221111,0.010422295017673222,0.03166210645507883
20221114,0.005211558142465211,0.03687366459754404
20221115,0.007128690860291331,0.044002355457835374
20221116,-0.008113192432053662,0.03588916302578171
20221117,0.0022449609134141957,0.03813412393919591
20221118,0.0006020897726085606,0.03873621371180447
20221121,-0.002889968322625669,0.0358462453891788
20221122,-0.004073758005803341,0.03177248738337546
20221123,0.014510277674769423,0.04628276505814488
20221124,-0.014817793480279784,0.0314649715778651
20221125,-0.009791182573899215,0.021673789003965882
20221128,-0.0005406309383719776,0.021133158065593904
20221129,0.008866511812694045,0.02999966987828795
20221130,0.002962858276065572,0.03296252815435352
20221201,-1.124798205764943e-05,0.03295128017229587
20221202,-0.004294793028489674,0.028656487143806197
20221205,-0.009960246341966128,0.01869624080184007
20221206,0.001651281987793074,0.020347522789633143
20221207,0.0041303693898466776,0.02447789217947982
20221208,-0.013087811757655832,0.01139008042182399
20221209,0.003310628621259526,0.014700709043083515
20221212,-0.005328712359497612,0.009371996683585904
20221213,-0.005413323412000404,0.0039586732715855
20221214,-0.008772767383890878,-0.004814094112305378
20221215,-0.0045393895708368825,-0.00935348368314226
20221216,0.003321707306984445,-0.006031776376157816
20221219,0.008238614148316614,0.0022068377721587984
20221220,-0.0032567844526644185,-0.0010499466805056201
20221221,0.0006183820507876803,-0.00043156462971793985
20221222,0.008442604997515812,0.008011040367797873
20221223,0.004172762688046006,0.012183803055843878
20221226,-0.009323514141930445,0.0028602889139134335
20221227,-0.0015854120091539636,0.00127487690475947
20221228,-0.004624350619432005,-0.003349473714672535
20221229,-0.0035910228394585575,-0.0069404965541310926
20221230,-0.00162747279019948,-0.008567969344330573
20230103,0.0036818226791134334,-0.004886146665217139
20230104,0.00787174573587679,0.0029855990706596502
20230105,-0.00041385523003500957,0.0025717438406246407
20230106,-0.00693301804716262,-0.0043612742065379795
20230109,-0.008485308152947568,-0.012846582359485548
20230110,-0.0025646813281478,-0.015411263687633348
20230111,-0.001740246843542681,-0.01715151053117603
20230112,-0.009761703959879964,-0.026913214491055992
